dep,week,pop,P,cl_age90
41,2020-S39,45162,18,59
41,2020-S39,45413,14,69
41,2020-S39,32934,13,79
41,2020-S39,21179,4,89
41,2020-S39,6380,1,90
41,2020-S39,327835,144,0
41,2020-S40,33836,7,9
41,2020-S40,39117,27,19
41,2020-S40,27982,41,29
41,2020-S40,34921,22,39
41,2020-S40,40911,26,49
41,2020-S40,45162,14,59
41,2020-S40,45413,18,69
41,2020-S40,32934,9,79
41,2020-S40,21179,6,89
41,2020-S40,6380,0,90
41,2020-S40,327835,170,0
42,2020-S21,89470,1,9
42,2020-S21,96579,0,19
42,2020-S21,80497,0,29
42,2020-S21,87478,3,39
42,2020-S21,93717,2,49
42,2020-S21,96985,1,59
42,2020-S21,92054,0,69
42,2020-S21,72406,4,79
42,2020-S21,43019,4,89
42,2020-S21,12532,2,90
42,2020-S21,764737,17,0
42,2020-S22,89470,0,9
42,2020-S22,96579,0,19
42,2020-S22,80497,0,29
42,2020-S22,87478,2,39
42,2020-S22,93717,0,49
42,2020-S22,96985,2,59
42,2020-S22,92054,3,69
42,2020-S22,72406,3,79
42,2020-S22,43019,5,89
42,2020-S22,12532,2,90
42,2020-S22,764737,17,0
42,2020-S23,89470,1,9
42,2020-S23,96579,0,19
42,2020-S23,80497,0,29
42,2020-S23,87478,0,39
42,2020-S23,93717,3,49
42,2020-S23,96985,2,59
42,2020-S23,92054,2,69
42,2020-S23,72406,2,79
42,2020-S23,43019,4,89
42,2020-S23,12532,3,90
42,2020-S23,764737,17,0
42,2020-S24,89470,0,9
42,2020-S24,96579,1,19
42,2020-S24,80497,1,29
42,2020-S24,87478,0,39
42,2020-S24,93717,3,49
42,2020-S24,96985,1,59
42,2020-S24,92054,8,69
42,2020-S24,72406,3,79
42,2020-S24,43019,7,89
42,2020-S24,12532,3,90
42,2020-S24,764737,27,0
42,2020-S25,89470,1,9
42,2020-S25,96579,7,19
42,2020-S25,80497,2,29
42,2020-S25,87478,3,39
42,2020-S25,93717,3,49
42,2020-S25,96985,1,59
42,2020-S25,92054,0,69
42,2020-S25,72406,1,79
42,2020-S25,43019,1,89
42,2020-S25,12532,0,90
42,2020-S25,764737,19,0
42,2020-S26,89470,0,9
42,2020-S26,96579,2,19
42,2020-S26,80497,4,29
42,2020-S26,87478,1,39
42,2020-S26,93717,3,49
42,2020-S26,96985,1,59
42,2020-S26,92054,3,69
42,2020-S26,72406,3,79
42,2020-S26,43019,3,89
42,2020-S26,12532,1,90
42,2020-S26,764737,21,0
42,2020-S27,89470,2,9
42,2020-S27,96579,1,19
42,2020-S27,80497,3,29
42,2020-S27,87478,2,39
42,2020-S27,93717,1,49
42,2020-S27,96985,2,59
42,2020-S27,92054,1,69
42,2020-S27,72406,0,79
42,2020-S27,43019,0,89
42,2020-S27,12532,0,90
42,2020-S27,764737,12,0
42,2020-S28,89470,4,9
42,2020-S28,96579,2,19
42,2020-S28,80497,4,29
42,2020-S28,87478,3,39
42,2020-S28,93717,4,49
42,2020-S28,96985,5,59
42,2020-S28,92054,0,69
42,2020-S28,72406,0,79
42,2020-S28,43019,2,89
42,2020-S28,12532,0,90
42,2020-S28,764737,24,0
42,2020-S29,89470,2,9
42,2020-S29,96579,2,19
42,2020-S29,80497,2,29
42,2020-S29,87478,5,39
42,2020-S29,93717,6,49
42,2020-S29,96985,2,59
42,2020-S29,92054,1,69
42,2020-S29,72406,4,79
42,2020-S29,43019,1,89
42,2020-S29,12532,1,90
42,2020-S29,764737,26,0
42,2020-S30,89470,5,9
42,2020-S30,96579,6,19
42,2020-S30,80497,13,29
42,2020-S30,87478,11,39
42,2020-S30,93717,11,49
42,2020-S30,96985,20,59
42,2020-S30,92054,4,69
42,2020-S30,72406,1,79
42,2020-S30,43019,1,89
42,2020-S30,12532,0,90
42,2020-S30,764737,72,0
42,2020-S31,89470,12,9
42,2020-S31,96579,16,19
42,2020-S31,80497,13,29
42,2020-S31,87478,22,39
42,2020-S31,93717,5,49
42,2020-S31,96985,11,59
42,2020-S31,92054,9,69
42,2020-S31,72406,4,79
42,2020-S31,43019,2,89
42,2020-S31,12532,0,90
42,2020-S31,764737,94,0
42,2020-S32,89470,6,9
42,2020-S32,96579,9,19
42,2020-S32,80497,22,29
42,2020-S32,87478,10,39
42,2020-S32,93717,8,49
42,2020-S32,96985,11,59
42,2020-S32,92054,7,69
42,2020-S32,72406,2,79
42,2020-S32,43019,0,89
42,2020-S32,12532,0,90
42,2020-S32,764737,75,0
42,2020-S33,89470,4,9
42,2020-S33,96579,25,19
42,2020-S33,80497,37,29
42,2020-S33,87478,14,39
42,2020-S33,93717,12,49
42,2020-S33,96985,14,59
42,2020-S33,92054,5,69
42,2020-S33,72406,2,79
42,2020-S33,43019,1,89
42,2020-S33,12532,0,90
42,2020-S33,764737,114,0
42,2020-S34,89470,8,9
42,2020-S34,96579,14,19
42,2020-S34,80497,55,29
42,2020-S34,87478,27,39
42,2020-S34,93717,26,49
42,2020-S34,96985,21,59
42,2020-S34,92054,10,69
42,2020-S34,72406,6,79
42,2020-S34,43019,3,89
42,2020-S34,12532,1,90
42,2020-S34,764737,171,0
42,2020-S35,89470,11,9
42,2020-S35,96579,45,19
42,2020-S35,80497,100,29
42,2020-S35,87478,49,39
42,2020-S35,93717,45,49
42,2020-S35,96985,39,59
42,2020-S35,92054,25,69
42,2020-S35,72406,7,79
42,2020-S35,43019,4,89
42,2020-S35,12532,5,90
42,2020-S35,764737,331,0
42,2020-S36,89470,29,9
42,2020-S36,96579,54,19
42,2020-S36,80497,114,29
42,2020-S36,87478,70,39
42,2020-S36,93717,58,49
42,2020-S36,96985,42,59
42,2020-S36,92054,20,69
42,2020-S36,72406,18,79
42,2020-S36,43019,16,89
42,2020-S36,12532,4,90
42,2020-S36,764737,425,0
42,2020-S37,89470,57,9
42,2020-S37,96579,86,19
42,2020-S37,80497,225,29
42,2020-S37,87478,97,39
42,2020-S37,93717,107,49
42,2020-S37,96985,86,59
42,2020-S37,92054,50,69
42,2020-S37,72406,41,79
42,2020-S37,43019,39,89
42,2020-S37,12532,37,90
42,2020-S37,764737,825,0
42,2020-S38,89470,54,9
42,2020-S38,96579,161,19
42,2020-S38,80497,206,29
42,2020-S38,87478,126,39
42,2020-S38,93717,156,49
42,2020-S38,96985,152,59
42,2020-S38,92054,89,69
42,2020-S38,72406,66,79
42,2020-S38,43019,44,89
42,2020-S38,12532,34,90
42,2020-S38,764737,1089,0
42,2020-S39,89470,38,9
42,2020-S39,96579,227,19
42,2020-S39,80497,198,29
42,2020-S39,87478,159,39
42,2020-S39,93717,209,49
42,2020-S39,96985,173,59
42,2020-S39,92054,91,69
42,2020-S39,72406,72,79
42,2020-S39,43019,43,89
42,2020-S39,12532,33,90
42,2020-S39,764737,1243,0
42,2020-S40,89470,51,9
42,2020-S40,96579,337,19
42,2020-S40,80497,351,29
42,2020-S40,87478,242,39
42,2020-S40,93717,289,49
42,2020-S40,96985,215,59
42,2020-S40,92054,131,69
42,2020-S40,72406,74,79
42,2020-S40,43019,59,89
42,2020-S40,12532,27,90
42,2020-S40,764737,1776,0
43,2020-S21,22726,0,9
43,2020-S21,26933,0,19
43,2020-S21,19093,0,29
43,2020-S21,24155,0,39
43,2020-S21,28786,1,49
43,2020-S21,32117,0,59
43,2020-S21,32289,3,69
43,2020-S21,23260,0,79
43,2020-S21,13770,2,89
43,2020-S21,3772,0,90
43,2020-S21,226901,6,0
43,2020-S22,22726,0,9
43,2020-S22,26933,0,19
43,2020-S22,19093,0,29
43,2020-S22,24155,0,39
43,2020-S22,28786,3,49
43,2020-S22,32117,1,59
43,2020-S22,32289,0,69
43,2020-S22,23260,1,79
43,2020-S22,13770,1,89
43,2020-S22,3772,0,90
43,2020-S22,226901,6,0
43,2020-S23,22726,0,9
43,2020-S23,26933,2,19
43,2020-S23,19093,1,29
43,2020-S23,24155,1,39
43,2020-S23,28786,3,49
43,2020-S23,32117,0,59
43,2020-S23,32289,0,69
43,2020-S23,23260,1,79
43,2020-S23,13770,2,89
43,2020-S23,3772,2,90
43,2020-S23,226901,12,0
43,2020-S24,22726,0,9
43,2020-S24,26933,0,19
43,2020-S24,19093,0,29
43,2020-S24,24155,0,39
43,2020-S24,28786,0,49
43,2020-S24,32117,0,59
43,2020-S24,32289,0,69
43,2020-S24,23260,1,79
43,2020-S24,13770,2,89
43,2020-S24,3772,0,90
43,2020-S24,226901,3,0
43,2020-S25,22726,0,9
43,2020-S25,26933,0,19
43,2020-S25,19093,0,29
43,2020-S25,24155,0,39
43,2020-S25,28786,0,49
43,2020-S25,32117,0,59
43,2020-S25,32289,0,69
43,2020-S25,23260,1,79
43,2020-S25,13770,0,89
43,2020-S25,3772,0,90
43,2020-S25,226901,1,0
43,2020-S26,22726,0,9
43,2020-S26,26933,0,19
43,2020-S26,19093,0,29
43,2020-S26,24155,0,39
43,2020-S26,28786,0,49
43,2020-S26,32117,0,59
43,2020-S26,32289,0,69
43,2020-S26,23260,0,79
43,2020-S26,13770,1,89
43,2020-S26,3772,0,90
43,2020-S26,226901,1,0
43,2020-S27,22726,0,9
43,2020-S27,26933,0,19
43,2020-S27,19093,1,29
43,2020-S27,24155,1,39
43,2020-S27,28786,0,49
43,2020-S27,32117,0,59
43,2020-S27,32289,0,69
43,2020-S27,23260,1,79
43,2020-S27,13770,0,89
43,2020-S27,3772,0,90
43,2020-S27,226901,3,0
43,2020-S28,22726,0,9
43,2020-S28,26933,0,19
43,2020-S28,19093,0,29
43,2020-S28,24155,0,39
43,2020-S28,28786,0,49
43,2020-S28,32117,0,59
43,2020-S28,32289,0,69
43,2020-S28,23260,0,79
43,2020-S28,13770,0,89
43,2020-S28,3772,0,90
43,2020-S28,226901,0,0
43,2020-S29,22726,0,9
43,2020-S29,26933,0,19
43,2020-S29,19093,1,29
43,2020-S29,24155,0,39
43,2020-S29,28786,0,49
43,2020-S29,32117,0,59
43,2020-S29,32289,0,69
43,2020-S29,23260,0,79
43,2020-S29,13770,0,89
43,2020-S29,3772,0,90
43,2020-S29,226901,1,0
43,2020-S30,22726,0,9
43,2020-S30,26933,0,19
43,2020-S30,19093,4,29
43,2020-S30,24155,0,39
43,2020-S30,28786,1,49
43,2020-S30,32117,0,59
43,2020-S30,32289,0,69
43,2020-S30,23260,0,79
43,2020-S30,13770,0,89
43,2020-S30,3772,0,90
43,2020-S30,226901,5,0
43,2020-S31,22726,0,9
43,2020-S31,26933,1,19
43,2020-S31,19093,0,29
43,2020-S31,24155,1,39
43,2020-S31,28786,0,49
43,2020-S31,32117,0,59
43,2020-S31,32289,0,69
43,2020-S31,23260,0,79
43,2020-S31,13770,0,89
43,2020-S31,3772,0,90
43,2020-S31,226901,2,0
43,2020-S32,22726,0,9
43,2020-S32,26933,0,19
43,2020-S32,19093,2,29
43,2020-S32,24155,0,39
43,2020-S32,28786,0,49
43,2020-S32,32117,0,59
43,2020-S32,32289,1,69
43,2020-S32,23260,0,79
43,2020-S32,13770,0,89
43,2020-S32,3772,0,90
43,2020-S32,226901,3,0
43,2020-S33,22726,0,9
43,2020-S33,26933,1,19
43,2020-S33,19093,2,29
43,2020-S33,24155,1,39
43,2020-S33,28786,4,49
43,2020-S33,32117,2,59
43,2020-S33,32289,2,69
43,2020-S33,23260,1,79
43,2020-S33,13770,0,89
43,2020-S33,3772,0,90
43,2020-S33,226901,13,0
43,2020-S34,22726,0,9
43,2020-S34,26933,1,19
43,2020-S34,19093,6,29
43,2020-S34,24155,4,39
43,2020-S34,28786,5,49
43,2020-S34,32117,6,59
43,2020-S34,32289,2,69
43,2020-S34,23260,1,79
43,2020-S34,13770,0,89
43,2020-S34,3772,1,90
43,2020-S34,226901,26,0
43,2020-S35,22726,0,9
43,2020-S35,26933,4,19
43,2020-S35,19093,14,29
43,2020-S35,24155,5,39
43,2020-S35,28786,9,49
43,2020-S35,32117,5,59
43,2020-S35,32289,6,69
43,2020-S35,23260,3,79
43,2020-S35,13770,0,89
43,2020-S35,3772,1,90
43,2020-S35,226901,47,0
43,2020-S36,22726,1,9
43,2020-S36,26933,20,19
43,2020-S36,19093,23,29
43,2020-S36,24155,12,39
43,2020-S36,28786,9,49
43,2020-S36,32117,12,59
43,2020-S36,32289,3,69
43,2020-S36,23260,6,79
43,2020-S36,13770,2,89
43,2020-S36,3772,1,90
43,2020-S36,226901,89,0
43,2020-S37,22726,4,9
43,2020-S37,26933,5,19
43,2020-S37,19093,30,29
43,2020-S37,24155,16,39
43,2020-S37,28786,17,49
43,2020-S37,32117,8,59
43,2020-S37,32289,16,69
43,2020-S37,23260,9,79
43,2020-S37,13770,12,89
43,2020-S37,3772,4,90
43,2020-S37,226901,121,0
43,2020-S38,22726,6,9
43,2020-S38,26933,22,19
43,2020-S38,19093,24,29
43,2020-S38,24155,10,39
43,2020-S38,28786,21,49
43,2020-S38,32117,28,59
43,2020-S38,32289,20,69
43,2020-S38,23260,3,79
43,2020-S38,13770,6,89
43,2020-S38,3772,2,90
43,2020-S38,226901,142,0
43,2020-S39,22726,1,9
43,2020-S39,26933,24,19
43,2020-S39,19093,20,29
43,2020-S39,24155,11,39
43,2020-S39,28786,22,49
43,2020-S39,32117,15,59
43,2020-S39,32289,30,69
43,2020-S39,23260,7,79
43,2020-S39,13770,9,89
43,2020-S39,3772,2,90
43,2020-S39,226901,141,0
43,2020-S40,22726,3,9
43,2020-S40,26933,45,19
43,2020-S40,19093,57,29
43,2020-S40,24155,31,39
43,2020-S40,28786,55,49
43,2020-S40,32117,45,59
43,2020-S40,32289,22,69
43,2020-S40,23260,25,79
43,2020-S40,13770,37,89
43,2020-S40,3772,22,90
43,2020-S40,226901,342,0
44,2020-S21,175752,6,9
44,2020-S21,187929,4,19
44,2020-S21,167592,5,29
44,2020-S21,190072,12,39
44,2020-S21,190724,6,49
44,2020-S21,177335,8,59
44,2020-S21,158571,1,69
44,2020-S21,109987,3,79
44,2020-S21,61831,3,89
44,2020-S21,17344,3,90
44,2020-S21,1437137,51,0
44,2020-S22,175752,12,9
44,2020-S22,187929,16,19
44,2020-S22,167592,19,29
44,2020-S22,190072,23,39
44,2020-S22,190724,15,49
44,2020-S22,177335,15,59
44,2020-S22,158571,5,69
44,2020-S22,109987,4,79
44,2020-S22,61831,1,89
44,2020-S22,17344,7,90
44,2020-S22,1437137,117,0
44,2020-S23,175752,1,9
44,2020-S23,187929,22,19
44,2020-S23,167592,6,29
44,2020-S23,190072,7,39
44,2020-S23,190724,9,49
44,2020-S23,177335,3,59
44,2020-S23,158571,3,69
44,2020-S23,109987,1,79
44,2020-S23,61831,3,89
44,2020-S23,17344,5,90
44,2020-S23,1437137,60,0
44,2020-S24,175752,3,9
44,2020-S24,187929,4,19
44,2020-S24,167592,10,29
44,2020-S24,190072,5,39
44,2020-S24,190724,10,49
44,2020-S24,177335,9,59
44,2020-S24,158571,2,69
44,2020-S24,109987,2,79
44,2020-S24,61831,4,89
44,2020-S24,17344,4,90
44,2020-S24,1437137,53,0
44,2020-S25,175752,2,9
44,2020-S25,187929,6,19
44,2020-S25,167592,6,29
44,2020-S25,190072,6,39
44,2020-S25,190724,2,49
44,2020-S25,177335,3,59
44,2020-S25,158571,1,69
44,2020-S25,109987,6,79
44,2020-S25,61831,3,89
44,2020-S25,17344,2,90
44,2020-S25,1437137,38,0
44,2020-S26,175752,2,9
44,2020-S26,187929,2,19
44,2020-S26,167592,12,29
44,2020-S26,190072,3,39
44,2020-S26,190724,3,49
44,2020-S26,177335,2,59
44,2020-S26,158571,1,69
44,2020-S26,109987,0,79
44,2020-S26,61831,1,89
44,2020-S26,17344,1,90
44,2020-S26,1437137,27,0
44,2020-S27,175752,4,9
44,2020-S27,187929,1,19
44,2020-S27,167592,3,29
44,2020-S27,190072,5,39
44,2020-S27,190724,3,49
44,2020-S27,177335,1,59
44,2020-S27,158571,1,69
44,2020-S27,109987,0,79
44,2020-S27,61831,1,89
44,2020-S27,17344,1,90
44,2020-S27,1437137,20,0
44,2020-S28,175752,4,9
44,2020-S28,187929,7,19
44,2020-S28,167592,6,29
44,2020-S28,190072,14,39
44,2020-S28,190724,3,49
44,2020-S28,177335,6,59
44,2020-S28,158571,2,69
44,2020-S28,109987,4,79
44,2020-S28,61831,4,89
44,2020-S28,17344,0,90
44,2020-S28,1437137,50,0
44,2020-S29,175752,15,9
44,2020-S29,187929,13,19
44,2020-S29,167592,18,29
44,2020-S29,190072,20,39
44,2020-S29,190724,9,49
44,2020-S29,177335,19,59
44,2020-S29,158571,7,69
44,2020-S29,109987,6,79
44,2020-S29,61831,1,89
44,2020-S29,17344,1,90
44,2020-S29,1437137,109,0
44,2020-S30,175752,5,9
44,2020-S30,187929,19,19
44,2020-S30,167592,31,29
44,2020-S30,190072,9,39
44,2020-S30,190724,14,49
44,2020-S30,177335,13,59
44,2020-S30,158571,9,69
44,2020-S30,109987,7,79
44,2020-S30,61831,4,89
44,2020-S30,17344,3,90
44,2020-S30,1437137,114,0
44,2020-S31,175752,8,9
44,2020-S31,187929,18,19
44,2020-S31,167592,50,29
44,2020-S31,190072,18,39
44,2020-S31,190724,12,49
44,2020-S31,177335,17,59
44,2020-S31,158571,4,69
44,2020-S31,109987,5,79
44,2020-S31,61831,4,89
44,2020-S31,17344,3,90
44,2020-S31,1437137,139,0
44,2020-S32,175752,10,9
44,2020-S32,187929,26,19
44,2020-S32,167592,43,29
44,2020-S32,190072,46,39
44,2020-S32,190724,14,49
44,2020-S32,177335,17,59
44,2020-S32,158571,13,69
44,2020-S32,109987,5,79
44,2020-S32,61831,6,89
44,2020-S32,17344,3,90
44,2020-S32,1437137,184,0
44,2020-S33,175752,22,9
44,2020-S33,187929,35,19
44,2020-S33,167592,46,29
44,2020-S33,190072,42,39
44,2020-S33,190724,32,49
44,2020-S33,177335,27,59
44,2020-S33,158571,9,69
44,2020-S33,109987,5,79
44,2020-S33,61831,7,89
44,2020-S33,17344,3,90
44,2020-S33,1437137,228,0
44,2020-S34,175752,10,9
44,2020-S34,187929,40,19
44,2020-S34,167592,104,29
44,2020-S34,190072,57,39
44,2020-S34,190724,43,49
44,2020-S34,177335,37,59
44,2020-S34,158571,18,69
44,2020-S34,109987,11,79
44,2020-S34,61831,1,89
44,2020-S34,17344,0,90
44,2020-S34,1437137,321,0
44,2020-S35,175752,14,9
44,2020-S35,187929,61,19
44,2020-S35,167592,155,29
44,2020-S35,190072,85,39
44,2020-S35,190724,59,49
44,2020-S35,177335,38,59
44,2020-S35,158571,11,69
44,2020-S35,109987,14,79
44,2020-S35,61831,3,89
44,2020-S35,17344,0,90
44,2020-S35,1437137,440,0
44,2020-S36,175752,33,9
44,2020-S36,187929,134,19
44,2020-S36,167592,270,29
44,2020-S36,190072,141,39
44,2020-S36,190724,90,49
44,2020-S36,177335,76,59
44,2020-S36,158571,38,69
44,2020-S36,109987,11,79
44,2020-S36,61831,6,89
44,2020-S36,17344,2,90
44,2020-S36,1437137,801,0
44,2020-S37,175752,38,9
44,2020-S37,187929,129,19
44,2020-S37,167592,230,29
44,2020-S37,190072,93,39
44,2020-S37,190724,100,49
44,2020-S37,177335,66,59
44,2020-S37,158571,44,69
44,2020-S37,109987,20,79
44,2020-S37,61831,12,89
44,2020-S37,17344,5,90
44,2020-S37,1437137,737,0
44,2020-S38,175752,25,9
44,2020-S38,187929,134,19
44,2020-S38,167592,244,29
44,2020-S38,190072,124,39
44,2020-S38,190724,112,49
44,2020-S38,177335,98,59
44,2020-S38,158571,43,69
44,2020-S38,109987,31,79
44,2020-S38,61831,24,89
44,2020-S38,17344,10,90
44,2020-S38,1437137,845,0
44,2020-S39,175752,16,9
44,2020-S39,187929,141,19
44,2020-S39,167592,306,29
44,2020-S39,190072,134,39
44,2020-S39,190724,123,49
44,2020-S39,177335,81,59
44,2020-S39,158571,64,69
44,2020-S39,109987,41,79
44,2020-S39,61831,31,89
44,2020-S39,17344,16,90
44,2020-S39,1437137,953,0
44,2020-S40,175752,27,9
44,2020-S40,187929,156,19
44,2020-S40,167592,351,29
44,2020-S40,190072,205,39
44,2020-S40,190724,160,49
44,2020-S40,177335,107,59
44,2020-S40,158571,71,69
44,2020-S40,109987,60,79
44,2020-S40,61831,24,89
44,2020-S40,17344,6,90
44,2020-S40,1437137,1167,0
45,2020-S21,83183,7,9
45,2020-S21,89162,4,19
45,2020-S21,72752,10,29
45,2020-S21,82596,16,39
45,2020-S21,87117,15,49
45,2020-S21,87500,11,59
45,2020-S21,80255,5,69
45,2020-S21,57662,12,79
45,2020-S21,33465,17,89
45,2020-S21,9198,4,90
45,2020-S21,682890,101,0
45,2020-S22,83183,3,9
45,2020-S22,89162,4,19
45,2020-S22,72752,14,29
45,2020-S22,82596,12,39
45,2020-S22,87117,16,49
45,2020-S22,87500,9,59
45,2020-S22,80255,16,69
45,2020-S22,57662,5,79
45,2020-S22,33465,10,89
45,2020-S22,9198,12,90
45,2020-S22,682890,101,0
45,2020-S23,83183,1,9
45,2020-S23,89162,2,19
45,2020-S23,72752,4,29
45,2020-S23,82596,2,39
45,2020-S23,87117,4,49
45,2020-S23,87500,6,59
45,2020-S23,80255,1,69
45,2020-S23,57662,1,79
45,2020-S23,33465,3,89
45,2020-S23,9198,1,90
45,2020-S23,682890,25,0
45,2020-S24,83183,1,9
45,2020-S24,89162,2,19
45,2020-S24,72752,0,29
45,2020-S24,82596,3,39
45,2020-S24,87117,5,49
45,2020-S24,87500,3,59
45,2020-S24,80255,7,69
45,2020-S24,57662,2,79
45,2020-S24,33465,6,89
45,2020-S24,9198,5,90
45,2020-S24,682890,34,0
45,2020-S25,83183,5,9
45,2020-S25,89162,2,19
45,2020-S25,72752,3,29
45,2020-S25,82596,13,39
45,2020-S25,87117,8,49
45,2020-S25,87500,6,59
45,2020-S25,80255,5,69
45,2020-S25,57662,4,79
45,2020-S25,33465,0,89
45,2020-S25,9198,0,90
45,2020-S25,682890,46,0
45,2020-S26,83183,2,9
45,2020-S26,89162,2,19
45,2020-S26,72752,4,29
45,2020-S26,82596,9,39
45,2020-S26,87117,6,49
45,2020-S26,87500,0,59
45,2020-S26,80255,2,69
45,2020-S26,57662,0,79
45,2020-S26,33465,2,89
45,2020-S26,9198,0,90
45,2020-S26,682890,27,0
45,2020-S27,83183,9,9
45,2020-S27,89162,3,19
45,2020-S27,72752,8,29
45,2020-S27,82596,5,39
45,2020-S27,87117,1,49
45,2020-S27,87500,5,59
45,2020-S27,80255,0,69
45,2020-S27,57662,0,79
45,2020-S27,33465,1,89
45,2020-S27,9198,0,90
45,2020-S27,682890,32,0
45,2020-S28,83183,1,9
45,2020-S28,89162,1,19
45,2020-S28,72752,1,29
45,2020-S28,82596,5,39
45,2020-S28,87117,1,49
45,2020-S28,87500,3,59
45,2020-S28,80255,3,69
45,2020-S28,57662,3,79
45,2020-S28,33465,0,89
45,2020-S28,9198,0,90
45,2020-S28,682890,19,0
45,2020-S29,83183,2,9
45,2020-S29,89162,0,19
45,2020-S29,72752,4,29
45,2020-S29,82596,2,39
45,2020-S29,87117,0,49
45,2020-S29,87500,4,59
45,2020-S29,80255,0,69
45,2020-S29,57662,2,79
45,2020-S29,33465,1,89
45,2020-S29,9198,0,90
45,2020-S29,682890,15,0
45,2020-S30,83183,2,9
45,2020-S30,89162,6,19
45,2020-S30,72752,12,29
45,2020-S30,82596,9,39
45,2020-S30,87117,4,49
45,2020-S30,87500,3,59
45,2020-S30,80255,10,69
45,2020-S30,57662,1,79
45,2020-S30,33465,0,89
45,2020-S30,9198,0,90
45,2020-S30,682890,47,0
45,2020-S31,83183,5,9
45,2020-S31,89162,10,19
45,2020-S31,72752,26,29
45,2020-S31,82596,9,39
45,2020-S31,87117,11,49
45,2020-S31,87500,8,59
45,2020-S31,80255,10,69
45,2020-S31,57662,3,79
45,2020-S31,33465,2,89
45,2020-S31,9198,0,90
45,2020-S31,682890,84,0
45,2020-S32,83183,3,9
45,2020-S32,89162,24,19
45,2020-S32,72752,44,29
45,2020-S32,82596,21,39
45,2020-S32,87117,20,49
45,2020-S32,87500,10,59
45,2020-S32,80255,9,69
45,2020-S32,57662,4,79
45,2020-S32,33465,0,89
45,2020-S32,9198,0,90
45,2020-S32,682890,137,0
45,2020-S33,83183,20,9
45,2020-S33,89162,38,19
45,2020-S33,72752,55,29
45,2020-S33,82596,52,39
45,2020-S33,87117,40,49
45,2020-S33,87500,25,59
45,2020-S33,80255,15,69
45,2020-S33,57662,10,79
45,2020-S33,33465,3,89
45,2020-S33,9198,1,90
45,2020-S33,682890,259,0
45,2020-S34,83183,22,9
45,2020-S34,89162,47,19
45,2020-S34,72752,102,29
45,2020-S34,82596,55,39
45,2020-S34,87117,52,49
45,2020-S34,87500,33,59
45,2020-S34,80255,24,69
45,2020-S34,57662,9,79
45,2020-S34,33465,8,89
45,2020-S34,9198,1,90
45,2020-S34,682890,353,0
45,2020-S35,83183,28,9
45,2020-S35,89162,50,19
45,2020-S35,72752,145,29
45,2020-S35,82596,60,39
45,2020-S35,87117,39,49
45,2020-S35,87500,36,59
45,2020-S35,80255,24,69
45,2020-S35,57662,7,79
45,2020-S35,33465,4,89
45,2020-S35,9198,1,90
45,2020-S35,682890,395,0
45,2020-S36,83183,21,9
45,2020-S36,89162,76,19
45,2020-S36,72752,146,29
45,2020-S36,82596,80,39
45,2020-S36,87117,70,49
45,2020-S36,87500,51,59
45,2020-S36,80255,41,69
45,2020-S36,57662,9,79
45,2020-S36,33465,3,89
45,2020-S36,9198,1,90
45,2020-S36,682890,498,0
45,2020-S37,83183,24,9
45,2020-S37,89162,85,19
45,2020-S37,72752,111,29
45,2020-S37,82596,86,39
45,2020-S37,87117,86,49
45,2020-S37,87500,63,59
45,2020-S37,80255,39,69
45,2020-S37,57662,16,79
45,2020-S37,33465,10,89
45,2020-S37,9198,0,90
45,2020-S37,682890,520,0
45,2020-S38,83183,24,9
45,2020-S38,89162,64,19
45,2020-S38,72752,119,29
45,2020-S38,82596,83,39
45,2020-S38,87117,81,49
45,2020-S38,87500,74,59
45,2020-S38,80255,35,69
45,2020-S38,57662,22,79
45,2020-S38,33465,17,89
45,2020-S38,9198,4,90
45,2020-S38,682890,523,0
45,2020-S39,83183,14,9
45,2020-S39,89162,61,19
45,2020-S39,72752,151,29
45,2020-S39,82596,84,39
45,2020-S39,87117,85,49
45,2020-S39,87500,66,59
45,2020-S39,80255,41,69
45,2020-S39,57662,34,79
45,2020-S39,33465,22,89
45,2020-S39,9198,5,90
45,2020-S39,682890,563,0
45,2020-S40,83183,10,9
45,2020-S40,89162,86,19
45,2020-S40,72752,132,29
45,2020-S40,82596,85,39
45,2020-S40,87117,88,49
45,2020-S40,87500,84,59
45,2020-S40,80255,67,69
45,2020-S40,57662,31,79
45,2020-S40,33465,13,89
45,2020-S40,9198,5,90
45,2020-S40,682890,601,0
46,2020-S21,14534,0,9
46,2020-S21,17327,0,19
46,2020-S21,12936,0,29
46,2020-S21,16429,0,39
46,2020-S21,19814,0,49
46,2020-S21,24719,1,59
46,2020-S21,28282,0,69
46,2020-S21,21745,0,79
46,2020-S21,13027,1,89
46,2020-S21,4353,2,90
46,2020-S21,173166,4,0
46,2020-S22,14534,0,9
46,2020-S22,17327,0,19
46,2020-S22,12936,0,29
46,2020-S22,16429,0,39
46,2020-S22,19814,0,49
46,2020-S22,24719,0,59
46,2020-S22,28282,0,69
46,2020-S22,21745,0,79
46,2020-S22,13027,0,89
46,2020-S22,4353,2,90
46,2020-S22,173166,2,0
46,2020-S23,14534,0,9
46,2020-S23,17327,0,19
46,2020-S23,12936,0,29
46,2020-S23,16429,0,39
46,2020-S23,19814,0,49
46,2020-S23,24719,0,59
46,2020-S23,28282,0,69
46,2020-S23,21745,0,79
46,2020-S23,13027,0,89
46,2020-S23,4353,0,90
46,2020-S23,173166,0,0
