dep,week,pop,P,cl_age90
15,2020-S23,142811,2,0
15,2020-S24,11848,0,9
15,2020-S24,14723,0,19
15,2020-S24,10823,0,29
15,2020-S24,14131,0,39
15,2020-S24,17202,0,49
15,2020-S24,21195,2,59
15,2020-S24,22570,0,69
15,2020-S24,16580,0,79
15,2020-S24,10736,0,89
15,2020-S24,3003,0,90
15,2020-S24,142811,2,0
15,2020-S25,11848,0,9
15,2020-S25,14723,0,19
15,2020-S25,10823,0,29
15,2020-S25,14131,0,39
15,2020-S25,17202,0,49
15,2020-S25,21195,1,59
15,2020-S25,22570,0,69
15,2020-S25,16580,1,79
15,2020-S25,10736,0,89
15,2020-S25,3003,0,90
15,2020-S25,142811,2,0
15,2020-S26,11848,0,9
15,2020-S26,14723,0,19
15,2020-S26,10823,0,29
15,2020-S26,14131,0,39
15,2020-S26,17202,0,49
15,2020-S26,21195,0,59
15,2020-S26,22570,0,69
15,2020-S26,16580,0,79
15,2020-S26,10736,0,89
15,2020-S26,3003,0,90
15,2020-S26,142811,0,0
15,2020-S27,11848,0,9
15,2020-S27,14723,0,19
15,2020-S27,10823,0,29
15,2020-S27,14131,0,39
15,2020-S27,17202,0,49
15,2020-S27,21195,0,59
15,2020-S27,22570,0,69
15,2020-S27,16580,0,79
15,2020-S27,10736,0,89
15,2020-S27,3003,0,90
15,2020-S27,142811,0,0
15,2020-S28,11848,0,9
15,2020-S28,14723,0,19
15,2020-S28,10823,0,29
15,2020-S28,14131,0,39
15,2020-S28,17202,0,49
15,2020-S28,21195,0,59
15,2020-S28,22570,1,69
15,2020-S28,16580,0,79
15,2020-S28,10736,0,89
15,2020-S28,3003,0,90
15,2020-S28,142811,1,0
15,2020-S29,11848,0,9
15,2020-S29,14723,1,19
15,2020-S29,10823,0,29
15,2020-S29,14131,0,39
15,2020-S29,17202,0,49
15,2020-S29,21195,0,59
15,2020-S29,22570,0,69
15,2020-S29,16580,0,79
15,2020-S29,10736,0,89
15,2020-S29,3003,0,90
15,2020-S29,142811,1,0
15,2020-S30,11848,0,9
15,2020-S30,14723,0,19
15,2020-S30,10823,0,29
15,2020-S30,14131,0,39
15,2020-S30,17202,0,49
15,2020-S30,21195,0,59
15,2020-S30,22570,0,69
15,2020-S30,16580,0,79
15,2020-S30,10736,0,89
15,2020-S30,3003,0,90
15,2020-S30,142811,0,0
15,2020-S31,11848,0,9
15,2020-S31,14723,0,19
15,2020-S31,10823,0,29
15,2020-S31,14131,0,39
15,2020-S31,17202,0,49
15,2020-S31,21195,0,59
15,2020-S31,22570,0,69
15,2020-S31,16580,0,79
15,2020-S31,10736,0,89
15,2020-S31,3003,0,90
15,2020-S31,142811,0,0
15,2020-S32,11848,0,9
15,2020-S32,14723,1,19
15,2020-S32,10823,1,29
15,2020-S32,14131,2,39
15,2020-S32,17202,1,49
15,2020-S32,21195,0,59
15,2020-S32,22570,0,69
15,2020-S32,16580,0,79
15,2020-S32,10736,0,89
15,2020-S32,3003,0,90
15,2020-S32,142811,5,0
15,2020-S33,11848,0,9
15,2020-S33,14723,1,19
15,2020-S33,10823,1,29
15,2020-S33,14131,0,39
15,2020-S33,17202,0,49
15,2020-S33,21195,0,59
15,2020-S33,22570,0,69
15,2020-S33,16580,0,79
15,2020-S33,10736,0,89
15,2020-S33,3003,0,90
15,2020-S33,142811,2,0
15,2020-S34,11848,0,9
15,2020-S34,14723,1,19
15,2020-S34,10823,6,29
15,2020-S34,14131,2,39
15,2020-S34,17202,0,49
15,2020-S34,21195,1,59
15,2020-S34,22570,0,69
15,2020-S34,16580,0,79
15,2020-S34,10736,0,89
15,2020-S34,3003,0,90
15,2020-S34,142811,10,0
15,2020-S35,11848,0,9
15,2020-S35,14723,0,19
15,2020-S35,10823,3,29
15,2020-S35,14131,0,39
15,2020-S35,17202,0,49
15,2020-S35,21195,3,59
15,2020-S35,22570,3,69
15,2020-S35,16580,0,79
15,2020-S35,10736,0,89
15,2020-S35,3003,0,90
15,2020-S35,142811,9,0
15,2020-S36,11848,1,9
15,2020-S36,14723,6,19
15,2020-S36,10823,5,29
15,2020-S36,14131,2,39
15,2020-S36,17202,6,49
15,2020-S36,21195,5,59
15,2020-S36,22570,5,69
15,2020-S36,16580,1,79
15,2020-S36,10736,4,89
15,2020-S36,3003,0,90
15,2020-S36,142811,35,0
15,2020-S37,11848,1,9
15,2020-S37,14723,4,19
15,2020-S37,10823,7,29
15,2020-S37,14131,5,39
15,2020-S37,17202,4,49
15,2020-S37,21195,6,59
15,2020-S37,22570,8,69
15,2020-S37,16580,6,79
15,2020-S37,10736,1,89
15,2020-S37,3003,1,90
15,2020-S37,142811,43,0
15,2020-S38,11848,0,9
15,2020-S38,14723,4,19
15,2020-S38,10823,6,29
15,2020-S38,14131,3,39
15,2020-S38,17202,2,49
15,2020-S38,21195,8,59
15,2020-S38,22570,7,69
15,2020-S38,16580,5,79
15,2020-S38,10736,4,89
15,2020-S38,3003,1,90
15,2020-S38,142811,40,0
15,2020-S39,11848,0,9
15,2020-S39,14723,8,19
15,2020-S39,10823,15,29
15,2020-S39,14131,6,39
15,2020-S39,17202,4,49
15,2020-S39,21195,6,59
15,2020-S39,22570,10,69
15,2020-S39,16580,3,79
15,2020-S39,10736,3,89
15,2020-S39,3003,0,90
15,2020-S39,142811,55,0
15,2020-S40,11848,5,9
15,2020-S40,14723,4,19
15,2020-S40,10823,10,29
15,2020-S40,14131,13,39
15,2020-S40,17202,10,49
15,2020-S40,21195,8,59
15,2020-S40,22570,15,69
15,2020-S40,16580,7,79
15,2020-S40,10736,11,89
15,2020-S40,3003,5,90
15,2020-S40,142811,88,0
16,2020-S21,33211,1,9
16,2020-S21,38113,3,19
16,2020-S21,32134,2,29
16,2020-S21,37221,2,39
16,2020-S21,42419,3,49
16,2020-S21,48767,2,59
16,2020-S21,50853,4,69
16,2020-S21,36331,3,79
16,2020-S21,22430,3,89
16,2020-S21,6701,1,90
16,2020-S21,348180,24,0
16,2020-S22,33211,0,9
16,2020-S22,38113,0,19
16,2020-S22,32134,2,29
16,2020-S22,37221,2,39
16,2020-S22,42419,0,49
16,2020-S22,48767,1,59
16,2020-S22,50853,0,69
16,2020-S22,36331,0,79
16,2020-S22,22430,1,89
16,2020-S22,6701,0,90
16,2020-S22,348180,6,0
16,2020-S23,33211,0,9
16,2020-S23,38113,0,19
16,2020-S23,32134,0,29
16,2020-S23,37221,0,39
16,2020-S23,42419,0,49
16,2020-S23,48767,1,59
16,2020-S23,50853,0,69
16,2020-S23,36331,1,79
16,2020-S23,22430,0,89
16,2020-S23,6701,0,90
16,2020-S23,348180,2,0
16,2020-S24,33211,0,9
16,2020-S24,38113,0,19
16,2020-S24,32134,1,29
16,2020-S24,37221,0,39
16,2020-S24,42419,0,49
16,2020-S24,48767,0,59
16,2020-S24,50853,0,69
16,2020-S24,36331,1,79
16,2020-S24,22430,0,89
16,2020-S24,6701,0,90
16,2020-S24,348180,2,0
16,2020-S25,33211,0,9
16,2020-S25,38113,0,19
16,2020-S25,32134,0,29
16,2020-S25,37221,0,39
16,2020-S25,42419,0,49
16,2020-S25,48767,0,59
16,2020-S25,50853,0,69
16,2020-S25,36331,0,79
16,2020-S25,22430,0,89
16,2020-S25,6701,1,90
16,2020-S25,348180,1,0
16,2020-S26,33211,0,9
16,2020-S26,38113,0,19
16,2020-S26,32134,0,29
16,2020-S26,37221,1,39
16,2020-S26,42419,0,49
16,2020-S26,48767,0,59
16,2020-S26,50853,0,69
16,2020-S26,36331,0,79
16,2020-S26,22430,0,89
16,2020-S26,6701,0,90
16,2020-S26,348180,1,0
16,2020-S27,33211,0,9
16,2020-S27,38113,1,19
16,2020-S27,32134,0,29
16,2020-S27,37221,0,39
16,2020-S27,42419,1,49
16,2020-S27,48767,0,59
16,2020-S27,50853,0,69
16,2020-S27,36331,0,79
16,2020-S27,22430,0,89
16,2020-S27,6701,0,90
16,2020-S27,348180,2,0
16,2020-S28,33211,0,9
16,2020-S28,38113,0,19
16,2020-S28,32134,0,29
16,2020-S28,37221,0,39
16,2020-S28,42419,0,49
16,2020-S28,48767,0,59
16,2020-S28,50853,1,69
16,2020-S28,36331,0,79
16,2020-S28,22430,0,89
16,2020-S28,6701,0,90
16,2020-S28,348180,1,0
16,2020-S29,33211,0,9
16,2020-S29,38113,0,19
16,2020-S29,32134,4,29
16,2020-S29,37221,0,39
16,2020-S29,42419,0,49
16,2020-S29,48767,0,59
16,2020-S29,50853,0,69
16,2020-S29,36331,0,79
16,2020-S29,22430,0,89
16,2020-S29,6701,0,90
16,2020-S29,348180,4,0
16,2020-S30,33211,0,9
16,2020-S30,38113,1,19
16,2020-S30,32134,3,29
16,2020-S30,37221,0,39
16,2020-S30,42419,2,49
16,2020-S30,48767,1,59
16,2020-S30,50853,2,69
16,2020-S30,36331,1,79
16,2020-S30,22430,0,89
16,2020-S30,6701,0,90
16,2020-S30,348180,10,0
16,2020-S31,33211,0,9
16,2020-S31,38113,0,19
16,2020-S31,32134,4,29
16,2020-S31,37221,1,39
16,2020-S31,42419,1,49
16,2020-S31,48767,0,59
16,2020-S31,50853,1,69
16,2020-S31,36331,0,79
16,2020-S31,22430,0,89
16,2020-S31,6701,0,90
16,2020-S31,348180,7,0
16,2020-S32,33211,0,9
16,2020-S32,38113,1,19
16,2020-S32,32134,1,29
16,2020-S32,37221,0,39
16,2020-S32,42419,0,49
16,2020-S32,48767,0,59
16,2020-S32,50853,0,69
16,2020-S32,36331,0,79
16,2020-S32,22430,0,89
16,2020-S32,6701,0,90
16,2020-S32,348180,2,0
16,2020-S33,33211,0,9
16,2020-S33,38113,3,19
16,2020-S33,32134,3,29
16,2020-S33,37221,1,39
16,2020-S33,42419,2,49
16,2020-S33,48767,1,59
16,2020-S33,50853,3,69
16,2020-S33,36331,0,79
16,2020-S33,22430,0,89
16,2020-S33,6701,0,90
16,2020-S33,348180,13,0
16,2020-S34,33211,0,9
16,2020-S34,38113,2,19
16,2020-S34,32134,9,29
16,2020-S34,37221,4,39
16,2020-S34,42419,8,49
16,2020-S34,48767,7,59
16,2020-S34,50853,2,69
16,2020-S34,36331,3,79
16,2020-S34,22430,0,89
16,2020-S34,6701,0,90
16,2020-S34,348180,35,0
16,2020-S35,33211,3,9
16,2020-S35,38113,2,19
16,2020-S35,32134,10,29
16,2020-S35,37221,9,39
16,2020-S35,42419,7,49
16,2020-S35,48767,6,59
16,2020-S35,50853,4,69
16,2020-S35,36331,4,79
16,2020-S35,22430,0,89
16,2020-S35,6701,0,90
16,2020-S35,348180,45,0
16,2020-S36,33211,2,9
16,2020-S36,38113,9,19
16,2020-S36,32134,17,29
16,2020-S36,37221,18,39
16,2020-S36,42419,10,49
16,2020-S36,48767,11,59
16,2020-S36,50853,7,69
16,2020-S36,36331,4,79
16,2020-S36,22430,2,89
16,2020-S36,6701,0,90
16,2020-S36,348180,80,0
16,2020-S37,33211,4,9
16,2020-S37,38113,19,19
16,2020-S37,32134,21,29
16,2020-S37,37221,16,39
16,2020-S37,42419,18,49
16,2020-S37,48767,13,59
16,2020-S37,50853,12,69
16,2020-S37,36331,4,79
16,2020-S37,22430,1,89
16,2020-S37,6701,0,90
16,2020-S37,348180,108,0
16,2020-S38,33211,7,9
16,2020-S38,38113,31,19
16,2020-S38,32134,56,29
16,2020-S38,37221,22,39
16,2020-S38,42419,29,49
16,2020-S38,48767,17,59
16,2020-S38,50853,23,69
16,2020-S38,36331,5,79
16,2020-S38,22430,1,89
16,2020-S38,6701,8,90
16,2020-S38,348180,199,0
16,2020-S39,33211,5,9
16,2020-S39,38113,29,19
16,2020-S39,32134,43,29
16,2020-S39,37221,23,39
16,2020-S39,42419,14,49
16,2020-S39,48767,12,59
16,2020-S39,50853,17,69
16,2020-S39,36331,2,79
16,2020-S39,22430,5,89
16,2020-S39,6701,2,90
16,2020-S39,348180,152,0
16,2020-S40,33211,1,9
16,2020-S40,38113,13,19
16,2020-S40,32134,28,29
16,2020-S40,37221,26,39
16,2020-S40,42419,18,49
16,2020-S40,48767,24,59
16,2020-S40,50853,9,69
16,2020-S40,36331,7,79
16,2020-S40,22430,2,89
16,2020-S40,6701,2,90
16,2020-S40,348180,130,0
17,2020-S21,58806,0,9
17,2020-S21,71812,0,19
17,2020-S21,53205,3,29
17,2020-S21,66631,1,39
17,2020-S21,78405,0,49
17,2020-S21,85909,1,59
17,2020-S21,99076,1,69
17,2020-S21,77944,0,79
17,2020-S21,42748,2,89
17,2020-S21,12544,0,90
17,2020-S21,647080,8,0
17,2020-S22,58806,0,9
17,2020-S22,71812,0,19
17,2020-S22,53205,0,29
17,2020-S22,66631,1,39
17,2020-S22,78405,3,49
17,2020-S22,85909,0,59
17,2020-S22,99076,0,69
17,2020-S22,77944,0,79
17,2020-S22,42748,1,89
17,2020-S22,12544,0,90
17,2020-S22,647080,5,0
17,2020-S23,58806,0,9
17,2020-S23,71812,0,19
17,2020-S23,53205,0,29
17,2020-S23,66631,1,39
17,2020-S23,78405,0,49
17,2020-S23,85909,0,59
17,2020-S23,99076,0,69
17,2020-S23,77944,0,79
17,2020-S23,42748,0,89
17,2020-S23,12544,0,90
17,2020-S23,647080,1,0
17,2020-S24,58806,1,9
17,2020-S24,71812,0,19
17,2020-S24,53205,1,29
17,2020-S24,66631,1,39
17,2020-S24,78405,0,49
17,2020-S24,85909,1,59
17,2020-S24,99076,0,69
17,2020-S24,77944,0,79
17,2020-S24,42748,0,89
17,2020-S24,12544,0,90
17,2020-S24,647080,4,0
17,2020-S25,58806,0,9
17,2020-S25,71812,0,19
17,2020-S25,53205,0,29
17,2020-S25,66631,0,39
17,2020-S25,78405,0,49
17,2020-S25,85909,0,59
17,2020-S25,99076,0,69
17,2020-S25,77944,0,79
17,2020-S25,42748,0,89
17,2020-S25,12544,0,90
17,2020-S25,647080,0,0
17,2020-S26,58806,0,9
17,2020-S26,71812,0,19
17,2020-S26,53205,0,29
17,2020-S26,66631,1,39
17,2020-S26,78405,0,49
17,2020-S26,85909,0,59
17,2020-S26,99076,1,69
17,2020-S26,77944,0,79
17,2020-S26,42748,0,89
17,2020-S26,12544,0,90
17,2020-S26,647080,2,0
17,2020-S27,58806,0,9
17,2020-S27,71812,0,19
17,2020-S27,53205,0,29
17,2020-S27,66631,0,39
17,2020-S27,78405,0,49
17,2020-S27,85909,0,59
17,2020-S27,99076,0,69
17,2020-S27,77944,0,79
17,2020-S27,42748,0,89
17,2020-S27,12544,0,90
17,2020-S27,647080,0,0
17,2020-S28,58806,0,9
17,2020-S28,71812,1,19
17,2020-S28,53205,0,29
17,2020-S28,66631,0,39
17,2020-S28,78405,0,49
17,2020-S28,85909,0,59
17,2020-S28,99076,2,69
17,2020-S28,77944,0,79
17,2020-S28,42748,0,89
17,2020-S28,12544,0,90
17,2020-S28,647080,3,0
17,2020-S29,58806,0,9
17,2020-S29,71812,0,19
17,2020-S29,53205,1,29
17,2020-S29,66631,0,39
17,2020-S29,78405,0,49
17,2020-S29,85909,1,59
17,2020-S29,99076,0,69
17,2020-S29,77944,0,79
17,2020-S29,42748,0,89
17,2020-S29,12544,0,90
17,2020-S29,647080,2,0
17,2020-S30,58806,0,9
17,2020-S30,71812,1,19
17,2020-S30,53205,1,29
17,2020-S30,66631,0,39
17,2020-S30,78405,0,49
17,2020-S30,85909,1,59
17,2020-S30,99076,1,69
17,2020-S30,77944,1,79
17,2020-S30,42748,0,89
17,2020-S30,12544,0,90
17,2020-S30,647080,5,0
17,2020-S31,58806,0,9
17,2020-S31,71812,3,19
17,2020-S31,53205,2,29
17,2020-S31,66631,1,39
17,2020-S31,78405,1,49
17,2020-S31,85909,1,59
17,2020-S31,99076,1,69
17,2020-S31,77944,0,79
17,2020-S31,42748,1,89
17,2020-S31,12544,0,90
17,2020-S31,647080,10,0
17,2020-S32,58806,1,9
17,2020-S32,71812,2,19
17,2020-S32,53205,8,29
17,2020-S32,66631,3,39
17,2020-S32,78405,1,49
17,2020-S32,85909,2,59
17,2020-S32,99076,5,69
17,2020-S32,77944,1,79
17,2020-S32,42748,0,89
17,2020-S32,12544,0,90
17,2020-S32,647080,23,0
17,2020-S33,58806,2,9
17,2020-S33,71812,5,19
17,2020-S33,53205,11,29
17,2020-S33,66631,3,39
17,2020-S33,78405,5,49
17,2020-S33,85909,5,59
17,2020-S33,99076,0,69
17,2020-S33,77944,0,79
17,2020-S33,42748,0,89
17,2020-S33,12544,0,90
17,2020-S33,647080,31,0
17,2020-S34,58806,1,9
17,2020-S34,71812,8,19
17,2020-S34,53205,28,29
17,2020-S34,66631,6,39
17,2020-S34,78405,8,49
17,2020-S34,85909,9,59
17,2020-S34,99076,4,69
17,2020-S34,77944,1,79
17,2020-S34,42748,0,89
17,2020-S34,12544,0,90
17,2020-S34,647080,65,0
17,2020-S35,58806,0,9
17,2020-S35,71812,8,19
17,2020-S35,53205,16,29
17,2020-S35,66631,7,39
17,2020-S35,78405,16,49
17,2020-S35,85909,13,59
17,2020-S35,99076,5,69
17,2020-S35,77944,3,79
17,2020-S35,42748,0,89
17,2020-S35,12544,0,90
17,2020-S35,647080,68,0
17,2020-S36,58806,3,9
17,2020-S36,71812,14,19
17,2020-S36,53205,22,29
17,2020-S36,66631,15,39
17,2020-S36,78405,14,49
17,2020-S36,85909,6,59
17,2020-S36,99076,5,69
17,2020-S36,77944,5,79
17,2020-S36,42748,2,89
17,2020-S36,12544,1,90
17,2020-S36,647080,87,0
17,2020-S37,58806,2,9
17,2020-S37,71812,16,19
17,2020-S37,53205,29,29
17,2020-S37,66631,19,39
17,2020-S37,78405,10,49
17,2020-S37,85909,17,59
17,2020-S37,99076,12,69
17,2020-S37,77944,12,79
17,2020-S37,42748,2,89
17,2020-S37,12544,0,90
17,2020-S37,647080,119,0
17,2020-S38,58806,7,9
17,2020-S38,71812,37,19
17,2020-S38,53205,33,29
17,2020-S38,66631,37,39
17,2020-S38,78405,21,49
17,2020-S38,85909,15,59
17,2020-S38,99076,16,69
17,2020-S38,77944,13,79
17,2020-S38,42748,12,89
17,2020-S38,12544,8,90
17,2020-S38,647080,199,0
17,2020-S39,58806,4,9
17,2020-S39,71812,32,19
17,2020-S39,53205,31,29
17,2020-S39,66631,15,39
17,2020-S39,78405,12,49
17,2020-S39,85909,17,59
17,2020-S39,99076,20,69
17,2020-S39,77944,16,79
17,2020-S39,42748,9,89
17,2020-S39,12544,0,90
17,2020-S39,647080,156,0
17,2020-S40,58806,3,9
17,2020-S40,71812,8,19
17,2020-S40,53205,40,29
17,2020-S40,66631,19,39
17,2020-S40,78405,11,49
17,2020-S40,85909,24,59
17,2020-S40,99076,18,69
17,2020-S40,77944,16,79
17,2020-S40,42748,6,89
17,2020-S40,12544,6,90
17,2020-S40,647080,151,0
18,2020-S21,29609,0,9
18,2020-S21,32324,0,19
18,2020-S21,25641,0,29
18,2020-S21,31552,1,39
18,2020-S21,35301,3,49
18,2020-S21,41611,1,59
18,2020-S21,42884,2,69
18,2020-S21,32539,0,79
18,2020-S21,19265,1,89
18,2020-S21,5678,3,90
18,2020-S21,296404,11,0
18,2020-S22,29609,0,9
18,2020-S22,32324,0,19
18,2020-S22,25641,0,29
18,2020-S22,31552,1,39
18,2020-S22,35301,1,49
18,2020-S22,41611,1,59
18,2020-S22,42884,1,69
18,2020-S22,32539,1,79
18,2020-S22,19265,0,89
18,2020-S22,5678,0,90
18,2020-S22,296404,5,0
18,2020-S23,29609,0,9
18,2020-S23,32324,0,19
18,2020-S23,25641,0,29
18,2020-S23,31552,0,39
18,2020-S23,35301,0,49
18,2020-S23,41611,0,59
18,2020-S23,42884,0,69
18,2020-S23,32539,0,79
18,2020-S23,19265,0,89
18,2020-S23,5678,0,90
18,2020-S23,296404,0,0
18,2020-S24,29609,0,9
18,2020-S24,32324,0,19
18,2020-S24,25641,0,29
18,2020-S24,31552,0,39
18,2020-S24,35301,0,49
18,2020-S24,41611,0,59
18,2020-S24,42884,0,69
18,2020-S24,32539,0,79
18,2020-S24,19265,2,89
18,2020-S24,5678,0,90
18,2020-S24,296404,2,0
18,2020-S25,29609,1,9
18,2020-S25,32324,0,19
18,2020-S25,25641,1,29
18,2020-S25,31552,0,39
18,2020-S25,35301,0,49
18,2020-S25,41611,1,59
18,2020-S25,42884,0,69
18,2020-S25,32539,0,79
18,2020-S25,19265,0,89
18,2020-S25,5678,0,90
18,2020-S25,296404,3,0
18,2020-S26,29609,0,9
18,2020-S26,32324,1,19
18,2020-S26,25641,3,29
18,2020-S26,31552,1,39
18,2020-S26,35301,1,49
18,2020-S26,41611,2,59
18,2020-S26,42884,0,69
18,2020-S26,32539,1,79
18,2020-S26,19265,1,89
18,2020-S26,5678,0,90
18,2020-S26,296404,10,0
18,2020-S27,29609,0,9
18,2020-S27,32324,0,19
18,2020-S27,25641,1,29
18,2020-S27,31552,1,39
18,2020-S27,35301,0,49
18,2020-S27,41611,1,59
18,2020-S27,42884,0,69
18,2020-S27,32539,0,79
18,2020-S27,19265,1,89
18,2020-S27,5678,1,90
18,2020-S27,296404,5,0
18,2020-S28,29609,0,9
18,2020-S28,32324,0,19
18,2020-S28,25641,2,29
18,2020-S28,31552,2,39
18,2020-S28,35301,0,49
18,2020-S28,41611,0,59
18,2020-S28,42884,1,69
18,2020-S28,32539,0,79
18,2020-S28,19265,0,89
18,2020-S28,5678,0,90
18,2020-S28,296404,5,0
18,2020-S29,29609,0,9
18,2020-S29,32324,0,19
18,2020-S29,25641,0,29
18,2020-S29,31552,0,39
18,2020-S29,35301,0,49
18,2020-S29,41611,1,59
18,2020-S29,42884,0,69
18,2020-S29,32539,0,79
18,2020-S29,19265,1,89
18,2020-S29,5678,0,90
18,2020-S29,296404,2,0
18,2020-S30,29609,0,9
18,2020-S30,32324,0,19
18,2020-S30,25641,1,29
18,2020-S30,31552,2,39
18,2020-S30,35301,0,49
18,2020-S30,41611,0,59
18,2020-S30,42884,0,69
18,2020-S30,32539,0,79
18,2020-S30,19265,1,89
18,2020-S30,5678,0,90
18,2020-S30,296404,4,0
18,2020-S31,29609,0,9
18,2020-S31,32324,0,19
18,2020-S31,25641,0,29
18,2020-S31,31552,0,39
18,2020-S31,35301,0,49
18,2020-S31,41611,0,59
18,2020-S31,42884,0,69
18,2020-S31,32539,0,79
18,2020-S31,19265,0,89
18,2020-S31,5678,1,90
18,2020-S31,296404,1,0
18,2020-S32,29609,0,9
18,2020-S32,32324,0,19
18,2020-S32,25641,3,29
18,2020-S32,31552,2,39
18,2020-S32,35301,2,49
18,2020-S32,41611,1,59
18,2020-S32,42884,2,69
18,2020-S32,32539,0,79
18,2020-S32,19265,0,89
18,2020-S32,5678,0,90
18,2020-S32,296404,10,0
18,2020-S33,29609,0,9
18,2020-S33,32324,4,19
18,2020-S33,25641,4,29
18,2020-S33,31552,2,39
18,2020-S33,35301,2,49
18,2020-S33,41611,4,59
18,2020-S33,42884,2,69
18,2020-S33,32539,0,79
18,2020-S33,19265,0,89
18,2020-S33,5678,0,90
18,2020-S33,296404,18,0
18,2020-S34,29609,0,9
18,2020-S34,32324,5,19
18,2020-S34,25641,7,29
18,2020-S34,31552,5,39
18,2020-S34,35301,2,49
18,2020-S34,41611,2,59
18,2020-S34,42884,2,69
18,2020-S34,32539,1,79
18,2020-S34,19265,1,89
18,2020-S34,5678,0,90
18,2020-S34,296404,25,0
18,2020-S35,29609,0,9
18,2020-S35,32324,6,19
18,2020-S35,25641,12,29
18,2020-S35,31552,5,39
18,2020-S35,35301,8,49
18,2020-S35,41611,5,59
18,2020-S35,42884,3,69
18,2020-S35,32539,6,79
18,2020-S35,19265,2,89
18,2020-S35,5678,1,90
18,2020-S35,296404,48,0
18,2020-S36,29609,1,9
18,2020-S36,32324,7,19
18,2020-S36,25641,11,29
18,2020-S36,31552,7,39
18,2020-S36,35301,10,49
18,2020-S36,41611,6,59
18,2020-S36,42884,7,69
18,2020-S36,32539,1,79
18,2020-S36,19265,8,89
18,2020-S36,5678,1,90
18,2020-S36,296404,59,0
18,2020-S37,29609,3,9
18,2020-S37,32324,11,19
18,2020-S37,25641,12,29
18,2020-S37,31552,9,39
18,2020-S37,35301,9,49
18,2020-S37,41611,7,59
18,2020-S37,42884,10,69
18,2020-S37,32539,8,79
18,2020-S37,19265,7,89
18,2020-S37,5678,7,90
18,2020-S37,296404,83,0
18,2020-S38,29609,1,9
18,2020-S38,32324,9,19
18,2020-S38,25641,16,29
18,2020-S38,31552,10,39
18,2020-S38,35301,9,49
18,2020-S38,41611,14,59
18,2020-S38,42884,20,69
18,2020-S38,32539,12,79
18,2020-S38,19265,25,89
18,2020-S38,5678,16,90
18,2020-S38,296404,132,0
18,2020-S39,29609,0,9
18,2020-S39,32324,7,19
18,2020-S39,25641,20,29
18,2020-S39,31552,9,39
18,2020-S39,35301,4,49
18,2020-S39,41611,16,59
18,2020-S39,42884,11,69
18,2020-S39,32539,11,79
18,2020-S39,19265,7,89
18,2020-S39,5678,0,90
18,2020-S39,296404,85,0
18,2020-S40,29609,0,9
18,2020-S40,32324,11,19
18,2020-S40,25641,22,29
18,2020-S40,31552,19,39
18,2020-S40,35301,16,49
18,2020-S40,41611,21,59
18,2020-S40,42884,9,69
18,2020-S40,32539,8,79
18,2020-S40,19265,8,89
18,2020-S40,5678,0,90
18,2020-S40,296404,114,0
19,2020-S21,21838,0,9
19,2020-S21,26308,0,19
19,2020-S21,20570,2,29
19,2020-S21,24486,0,39
19,2020-S21,29167,1,49
19,2020-S21,33019,1,59
19,2020-S21,35896,2,69
19,2020-S21,26854,2,79
19,2020-S21,17025,0,89
19,2020-S21,5173,0,90
19,2020-S21,240336,8,0
19,2020-S22,21838,0,9
19,2020-S22,26308,1,19
19,2020-S22,20570,0,29
19,2020-S22,24486,0,39
19,2020-S22,29167,1,49
19,2020-S22,33019,1,59
19,2020-S22,35896,0,69
19,2020-S22,26854,0,79
19,2020-S22,17025,1,89
19,2020-S22,5173,1,90
19,2020-S22,240336,5,0
19,2020-S23,21838,0,9
19,2020-S23,26308,1,19
19,2020-S23,20570,0,29
19,2020-S23,24486,2,39
19,2020-S23,29167,1,49
19,2020-S23,33019,1,59
19,2020-S23,35896,3,69
19,2020-S23,26854,2,79
19,2020-S23,17025,1,89
19,2020-S23,5173,1,90
19,2020-S23,240336,12,0
19,2020-S24,21838,0,9
19,2020-S24,26308,0,19
19,2020-S24,20570,0,29
19,2020-S24,24486,0,39
19,2020-S24,29167,3,49
19,2020-S24,33019,1,59
19,2020-S24,35896,0,69
19,2020-S24,26854,0,79
19,2020-S24,17025,0,89
19,2020-S24,5173,1,90
19,2020-S24,240336,5,0
19,2020-S25,21838,0,9
19,2020-S25,26308,0,19
19,2020-S25,20570,0,29
19,2020-S25,24486,0,39
19,2020-S25,29167,0,49
19,2020-S25,33019,0,59
19,2020-S25,35896,0,69
19,2020-S25,26854,0,79
19,2020-S25,17025,0,89
19,2020-S25,5173,1,90
19,2020-S25,240336,1,0
19,2020-S26,21838,0,9
19,2020-S26,26308,0,19
19,2020-S26,20570,0,29
19,2020-S26,24486,0,39
19,2020-S26,29167,0,49
19,2020-S26,33019,0,59
19,2020-S26,35896,1,69
19,2020-S26,26854,0,79
19,2020-S26,17025,0,89
19,2020-S26,5173,0,90
19,2020-S26,240336,1,0
19,2020-S27,21838,0,9
19,2020-S27,26308,0,19
19,2020-S27,20570,1,29
19,2020-S27,24486,3,39
19,2020-S27,29167,0,49
19,2020-S27,33019,1,59
19,2020-S27,35896,0,69
19,2020-S27,26854,0,79
19,2020-S27,17025,0,89
